0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
1	10	70	0.87	0	0
1	10	70	0.77	0	0
1	10	70	0.72	0	0
1	10	70	0.71	0	0
1	10	70	0.91	0	0
1	10	70	0.57	0	0
1	10	70	0.85	0	0
1	10	70	0.87	0	0
1	10	70	0.66	0	0
1	10	70	0.69	0	0
1	10	70	0.73	0	0
1	10	70	0.56	0	0
1	10	70	0.97	0	0
1	10	70	0.63	0	0
1	10	70	0.93	0	0
1	10	70	0.87	0	0
1	10	70	0.71	0	0
1	10	70	0.98	0	0
1	10	70	1	0	0
1	10	70	0.61	0	0
1	10	70	0.95	0	0
1	10	70	0.78	0	0
1	10	70	0.71	0	0
1	10	70	0.68	0	0
1	10	70	1	0	0
1	10	70	0.63	0	0
1	10	70	0.74	0	0
1	10	70	0.72	0	0
1	10	70	0.51	0	0
1	10	70	0.97	0	0
1	10	70	0.75	0	0
1	10	70	0.86	0	0
1	10	70	0.74	0	0
1	10	70	0.97	0	0
1	10	70	0.55	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
1	10	70	0	0	0.9
1	10	70	0	0	0.97
1	10	70	0	0	0.68
1	10	70	0	0	0.56
1	10	70	0	0	0.7
1	10	70	0	0	0.72
1	10	70	0	0	0.53
1	10	70	0	0	0.81
1	10	70	0	0	0.65
1	10	70	0	0	0.87
1	10	70	0	0	0.52
1	10	70	0	0	0.62
1	10	70	0	0	0.85
1	10	70	0	0	0.63
1	10	70	0	0	0.55
1	10	70	0	0	0.63
1	10	70	0	0	0.81
1	10	70	0	0	0.73
1	10	70	0	0	0.61
1	10	70	0	0	0.92
1	10	70	0	0	0.95
1	10	70	0	0	0.81
1	10	70	0	0	0.93
1	10	70	0	0	0.92
1	10	70	0	0	0.56
1	10	70	0	0	0.77
1	10	70	0	0	0.63
1	10	70	0	0	0.53
1	10	70	0	0	0.81
1	10	70	0	0	0.76
1	10	70	0	0	0.53
1	10	70	0	0	0.69
1	10	70	0	0	0.71
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
0	10	70	0	0	0
1	10	70	0	0.88	0
1	10	70	0	0.9	0
1	10	70	0	0.75	0
1	10	70	0	0.69	0
1	10	70	0	0.52	0
1	10	70	0	0.62	0
1	10	70	0	0.7	0
1	10	70	0	0.62	0
1	10	70	0	0.97	0
1	10	70	0	0.81	0
1	10	70	0	0.67	0
1	10	70	0	0.58	0
1	10	70	0	0.6	0
1	10	70	0	0.88	0
1	10	70	0	0.68	0
1	10	70	0	0.52	0
1	10	70	0	0.82	0
1	10	70	0	0.97	0
1	10	70	0	0.93	0
1	10	70	0	0.74	0
1	10	70	0	0.52	0
1	10	70	0	0.67	0
1	10	70	0	0.85	0
1	10	70	0	0.53	0
1	10	70	0	0.98	0
1	10	70	0	0.58	0
1	10	70	0	0.55	0
1	10	70	0	0.65	0
1	10	70	0	0.79	0
1	10	70	0	0.71	0
