0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
1	0.4	0	0	100	70
1	0.3	0	0	100	70
1	0.6	0	0	100	70
1	0.4	0	0	100	70
1	0.5	0	0	100	70
1	0.4	0	0	100	70
1	0.3	0	0	100	70
1	0.5	0	0	100	70
1	0	0	0	100	70
1	0	0	0	100	70
1	0.6	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
1	0	0	0.3	100	70
1	0	0	0.6	100	70
1	0	0	0.3	100	70
1	0	0	0.2	100	70
0	0	0	0	100	70
0	0	0	0	100	70
1	0	0	0.6	100	70
1	0	0	0.4	100	70
1	0	0	0.6	100	70
1	0	0	0.2	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
1	0	0.2	0	100	70
1	0	0.5	0	100	70
1	0	0.6	0	100	70
1	0	0.7	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
0	0	0	0	100	70
