0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0.5	0	0	10	70
0	0.6	0	0	10	70
0	0.5	0	0	10	70
0	0.6	0	0	10	70
0	0.5	0	0	10	70
0	0.6	0	0	10	70
0	0.3	0	0	10	70
0	0.5	0	0	10	70
0	0.4	0	0	10	70
0	0.6	0	0	10	70
0	0.5	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0.5	10	70
0	0	0	0.6	10	70
0	0	0	0.2	10	70
0	0	0	0.7	10	70
0	0	0	0.5	10	70
0	0	0	0.6	10	70
0	0	0	0.4	10	70
0	0	0	0.6	10	70
0	0	0	0.4	10	70
0	0	0	0.5	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0	0	10	70
0	0	0.5	0	10	70
0	0	0.4	0	10	70
0	0	0.6	0	10	70
0	0	0.5	0	10	70
0	0	0.3	0	10	70
